,name,resource,category,homepage,description,projectrank,show,license,labels,github_id,github_url,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,pypi_id,conda_id,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,github_release_downloads,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,trending,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,gitlab_id,gitlab_url,updated_github_id,docs_url,ignore
170,MatPES,,datasets,https://matpes.ai/,A foundational potential energy dataset for materials.,14,True,BSD-3-Clause,"['uip', 'ml-iap']",materialsvirtuallab/matpes,https://github.com/materialsvirtuallab/matpes,2024-11-19 17:37:45,2025-03-27 00:49:13.000000,2025-03-27 00:49:05,168.0,140.0,4.0,1.0,3.0,,3.0,29.0,2025-03-10 17:24:46.000,0.0.3,4.0,2.0,matpes,,,,https://pypi.org/project/matpes,2025-03-10 17:24:55.000,,453.0,453.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,
171,Compositionally-Restricted Attention-Based Network (CrabNet),,rep-learn,https://github.com/sparks-baird/CrabNet,Predict materials properties using only the composition information!.,14,True,MIT,,sparks-baird/CrabNet,https://github.com/sparks-baird/CrabNet,2021-09-17 07:58:15,2024-09-09 20:13:07.000000,2024-09-09 20:13:07,429.0,,5.0,1.0,56.0,16.0,3.0,16.0,2023-06-07 01:07:33.000,2.0.8,37.0,6.0,crabnet,,17.0,15.0,https://pypi.org/project/crabnet,2023-01-10 04:27:02.444,2.0,1239.0,1239.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,
172,Crystal Graph Convolutional Neural Networks (CGCNN),,rep-learn,https://github.com/txie-93/cgcnn,Crystal graph convolutional neural networks for predicting material properties.,13,False,MIT,,txie-93/cgcnn,https://github.com/txie-93/cgcnn,2018-03-14 20:41:21,2021-09-06 05:23:51.000000,2021-09-06 05:23:38,25.0,,301.0,24.0,7.0,19.0,21.0,721.0,,,,3.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
173,SISSO,,rep-eng,https://github.com/rouyang2017/SISSO,A data-driven method combining symbolic regression and compressed sensing for accurate & interpretable models.,13,True,Apache-2.0,['lang-fortran'],rouyang2017/SISSO,https://github.com/rouyang2017/SISSO,2017-10-16 11:31:57,2025-03-21 06:19:29.000000,2025-03-21 06:19:29,203.0,4.0,84.0,7.0,3.0,18.0,59.0,273.0,,,,3.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
174,AI4Chemistry course,,educational,https://github.com/schwallergroup/ai4chem_course,"EPFL AI for chemistry course, Spring 2023. https://schwallergroup.github.io/ai4chem_course.",13,True,MIT,['chemistry'],schwallergroup/ai4chem_course,https://github.com/schwallergroup/ai4chem_course,2022-08-22 07:29:30,2025-04-09 10:49:50.000000,2025-04-09 10:49:44,243.0,11.0,41.0,5.0,11.0,1.0,3.0,173.0,,,,7.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
175,DMFF,,md,https://github.com/deepmodeling/DMFF,DMFF (Differentiable Molecular Force Field) is a Jax-based python package that provides a full differentiable..,13,True,LGPL-3.0,['lang-cpp'],deepmodeling/DMFF,https://github.com/deepmodeling/DMFF,2022-02-14 01:35:50,2025-04-10 05:17:06.000000,2025-04-10 05:17:05,434.0,3.0,46.0,9.0,167.0,11.0,17.0,173.0,2023-11-09 14:32:37.000,1.0.0,4.0,14.0,,,,,,,,,,,,,3.0,,,,,,,,,,,1.0,,,,,,,,,,
176,So3krates (MLFF),,ml-iap,https://github.com/thorben-frank/mlff,Build neural networks for machine learning force fields with JAX.,13,True,MIT,,thorben-frank/mlff,https://github.com/thorben-frank/mlff,2022-09-30 07:40:17,2025-02-13 16:28:51.000000,2024-08-23 09:41:03,150.0,,26.0,6.0,24.0,6.0,7.0,113.0,2024-06-24 11:09:20.000,0.3.0,2.0,4.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
177,PMTransformer,,generative,https://github.com/hspark1212/MOFTransformer,"Universal Transfer Learning in Porous Materials, including MOFs.",13,True,MIT,"['transfer-learning', 'pretrained', 'transformer']",hspark1212/MOFTransformer,https://github.com/hspark1212/MOFTransformer,2021-12-11 06:30:12,2024-06-20 07:01:44.000000,2024-06-20 06:57:57,410.0,,14.0,4.0,127.0,,42.0,94.0,2024-06-20 07:02:24.000,2.2.0,17.0,2.0,moftransformer,,1.0,,https://pypi.org/project/moftransformer,2024-06-20 07:01:44.000,1.0,671.0,671.0,,,,2.0,,,,,,,,,,,-1.0,,,,,,,,,,
178,Bgolearn,,active-learning,https://bgolearn.netlify.app,[Materials & Design 2024] A Bayesian global optimization package for material design Adaptive Learning | Active..,13,True,MIT,"['materials-discovery', 'probabilistic']",Bin-Cao/Bgolearn,https://github.com/Bin-Cao/Bgolearn,2022-07-10 07:25:48,2025-03-10 12:29:20.000000,2025-03-10 12:29:17,234.0,2.0,15.0,5.0,1.0,1.0,2.0,91.0,2025-02-23 02:11:31.000,2.3.8,44.0,3.0,Bgolearn,,,,https://pypi.org/project/Bgolearn,2025-02-23 02:11:31.000,,795.0,797.0,,,,3.0,,,,,,46.0,,,,,,,,,,,,,,,
179,Librascal,,rep-eng,https://github.com/lab-cosmo/librascal,A scalable and versatile library to generate representations for atomic-scale learning.,13,False,LGPL-2.1,,lab-cosmo/librascal,https://github.com/lab-cosmo/librascal,2018-02-01 08:38:51,2024-01-11 17:38:31.000000,2023-11-30 14:48:28,2931.0,,20.0,21.0,201.0,115.0,132.0,80.0,,,3.0,30.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
180,hippynn,,rep-learn,https://github.com/lanl/hippynn,python library for atomistic machine learning.,13,True,https://github.com/lanl/hippynn/blob/main/LICENSE.txt,['workflows'],lanl/hippynn,https://github.com/lanl/hippynn,2021-11-17 00:45:13,2025-04-08 18:15:47.000000,2025-04-08 18:13:34,182.0,11.0,25.0,8.0,112.0,7.0,19.0,76.0,2025-04-08 18:17:43.000,hippynn-0.1.0,4.0,16.0,,,2.0,2.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
181,mat_discover,,unsupervised,https://github.com/sparks-baird/mat_discover,A materials discovery algorithm geared towards exploring high-performance candidates in new chemical spaces.,13,True,MIT,"['materials-discovery', 'rep-eng', 'htc']",sparks-baird/mat_discover,https://github.com/sparks-baird/mat_discover,2021-08-05 04:07:17,2024-08-20 20:53:44.000000,2024-08-20 20:53:44,1538.0,,9.0,1.0,127.0,29.0,11.0,41.0,2023-06-23 13:54:55.000,2.2.11,33.0,5.0,mat_discover,,,,https://pypi.org/project/mat_discover,2023-06-23 13:54:00.492,,813.0,813.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,
182,synspace,,generative,https://github.com/whitead/synspace,Synthesis generative model.,13,False,MIT,,whitead/synspace,https://github.com/whitead/synspace,2022-12-28 00:59:14,2023-04-15 22:42:57.000000,2023-04-15 18:04:16,27.0,,4.0,3.0,1.0,3.0,1.0,39.0,2023-04-15 22:48:00.713,0.3.0,3.0,2.0,synspace,,33.0,32.0,https://pypi.org/project/synspace,2023-01-16 17:29:00.461,1.0,2933.0,2933.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,
183,wfl,,ml-iap,https://github.com/libAtoms/workflow,Workflow is a Python toolkit for building interatomic potential creation and atomistic simulation workflows.,13,True,GPL-2.0,"['workflows', 'htc']",libAtoms/workflow,https://github.com/libAtoms/workflow,2021-11-04 17:03:34,2025-02-21 16:18:01.000000,2025-02-21 16:17:46,1231.0,9.0,19.0,8.0,191.0,67.0,96.0,37.0,2024-04-25 15:07:11.000,0.2.4,4.0,19.0,,,2.0,2.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
184,flare++,,active-learning,https://github.com/mir-group/flare_pp,A many-body extension of the FLARE code.,13,False,MIT,"['lang-cpp', 'ml-iap']",mir-group/flare_pp,https://github.com/mir-group/flare_pp,2019-11-20 22:46:32,2022-02-27 21:05:09.000000,2022-02-24 19:00:50,989.0,,7.0,6.0,29.0,8.0,17.0,36.0,2021-12-23 05:02:12.000,0.1.1,25.0,10.0,flare_pp,,2.0,,https://pypi.org/project/flare_pp,2021-12-23 05:02:12.000,2.0,631.0,631.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,
185,FAENet,,rep-learn,https://github.com/vict0rsch/faenet,Frame Averaging Equivariant GNN for materials modeling.,13,False,MIT,,vict0rsch/faenet,https://github.com/vict0rsch/faenet,2023-02-10 22:10:27,2025-02-12 17:26:03.000000,2023-10-12 08:46:22,125.0,,2.0,3.0,6.0,,,33.0,2023-09-12 04:00:49.000,0.1.2,3.0,3.0,faenet,,3.0,3.0,https://pypi.org/project/faenet,2023-09-14 21:06:36.000,,269.0,269.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,
186,CBFV,,rep-eng,https://github.com/Kaaiian/CBFV,Tool to quickly create a composition-based feature vector.,13,False,,,kaaiian/CBFV,https://github.com/Kaaiian/CBFV,2019-09-05 23:07:46,2022-03-30 05:47:53.000000,2021-10-24 17:10:17,49.0,,5.0,3.0,7.0,5.0,5.0,27.0,2021-10-24 17:22:06.000,1.1.0,3.0,3.0,CBFV,,20.0,20.0,https://pypi.org/project/CBFV,2021-10-24 17:22:06.000,,1215.0,1215.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,
187,Polynomials4ML.jl,,math,https://github.com/ACEsuit/Polynomials4ML.jl,"Polynomials for ML: fast evaluation, batching, differentiation.",13,True,MIT,['lang-julia'],ACEsuit/Polynomials4ML.jl,https://github.com/ACEsuit/Polynomials4ML.jl,2022-09-20 23:05:53,2025-03-25 04:08:58.000000,2025-03-25 03:51:38,415.0,5.0,5.0,4.0,43.0,18.0,34.0,13.0,2025-03-25 04:08:59.000,0.3.2,18.0,10.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
188,mat2vec,,language-models,https://github.com/materialsintelligence/mat2vec,Supplementary Materials for Tshitoyan et al. Unsupervised word embeddings capture latent knowledge from materials..,12,False,MIT,['rep-learn'],materialsintelligence/mat2vec,https://github.com/materialsintelligence/mat2vec,2019-04-25 07:55:30,2023-05-06 22:45:49.000000,2023-05-06 22:45:49,55.0,,177.0,39.0,7.0,6.0,18.0,627.0,,,,5.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
189,Geometric GNN Dojo,,educational,https://github.com/chaitjo/geometric-gnn-dojo/blob/main/geometric_gnn_101.ipynb,"New to geometric GNNs: try our practical notebook, prepared for MPhil students at the University of Cambridge.",12,False,MIT,['rep-learn'],chaitjo/geometric-gnn-dojo,https://github.com/chaitjo/geometric-gnn-dojo,2023-01-21 20:08:45,2024-05-22 11:06:03.000000,2023-06-18 23:17:32,26.0,,46.0,9.0,5.0,3.0,6.0,495.0,2023-06-18 23:20:44.000,0.2.0,2.0,3.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
190,DeepLearningLifeSciences,,educational,https://github.com/deepchem/DeepLearningLifeSciences,Example code from the book Deep Learning for the Life Sciences.,12,False,MIT,,deepchem/DeepLearningLifeSciences,https://github.com/deepchem/DeepLearningLifeSciences,2019-02-05 17:16:18,2021-09-17 05:10:37.000000,2021-09-17 05:10:37,52.0,,151.0,25.0,15.0,11.0,10.0,370.0,2019-10-28 18:46:28.000,1.0,1.0,9.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
191,DeepH-pack,,ml-dft,https://github.com/mzjb/DeepH-pack,Deep neural networks for density functional theory Hamiltonian.,12,True,LGPL-3.0,['lang-julia'],mzjb/DeepH-pack,https://github.com/mzjb/DeepH-pack,2022-05-13 02:51:32,2024-10-07 10:24:16.000000,2024-10-07 10:24:16,68.0,,47.0,6.0,18.0,22.0,41.0,276.0,2023-07-11 08:13:06.000,0.2.2,2.0,8.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
192,TensorMol,,ml-iap,https://github.com/jparkhill/TensorMol,Tensorflow + Molecules = TensorMol.,12,False,GPL-3.0,['single-paper'],jparkhill/TensorMol,https://github.com/jparkhill/TensorMol,2016-10-28 19:40:11,2021-02-11 00:12:00.000000,2018-03-30 12:26:14,1724.0,,74.0,45.0,8.0,18.0,19.0,274.0,2017-11-08 18:05:50.000,0.1,1.0,12.0,,,2.0,2.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
193,gptchem,,language-models,https://github.com/kjappelbaum/gptchem,Use GPT-3 to solve chemistry problems.,12,False,MIT,,kjappelbaum/gptchem,https://github.com/kjappelbaum/gptchem,2023-01-06 15:34:32,2024-05-17 19:25:11.000000,2023-10-04 11:27:09,147.0,,42.0,8.0,5.0,20.0,2.0,249.0,2023-11-30 09:31:51.000,0.0.4,4.0,4.0,gptchem,,,,https://pypi.org/project/gptchem,2023-10-04 11:28:07.000,,136.0,136.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,
194,ANI-1,,ml-iap,https://github.com/isayev/ASE_ANI,ANI-1 neural net potential with python interface (ASE).,12,False,MIT,,isayev/ASE_ANI,https://github.com/isayev/ASE_ANI,2016-12-08 05:09:32,2024-03-11 21:50:26.000000,2024-03-11 21:50:26,112.0,,54.0,32.0,9.0,16.0,21.0,221.0,,,,6.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
195,Neural-Network-Models-for-Chemistry,,community,https://github.com/Eipgen/Neural-Network-Models-for-Chemistry,A collection of Nerual Network Models for chemistry.,12,True,MIT,['rep-learn'],Eipgen/Neural-Network-Models-for-Chemistry,https://github.com/Eipgen/Neural-Network-Models-for-Chemistry,2022-05-23 06:35:09,2025-04-04 01:35:26.000000,2025-04-04 01:35:25,253.0,17.0,18.0,5.0,23.0,1.0,1.0,120.0,2024-07-17 02:01:45.000,0.0.5,5.0,3.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
196,PiNN,,ml-iap,https://github.com/Teoroo-CMC/PiNN,A Python library for building atomic neural networks.,12,True,BSD-3-Clause,,Teoroo-CMC/PiNN,https://github.com/Teoroo-CMC/PiNN,2019-10-04 08:13:18,2025-02-17 13:47:01.387257,2025-02-17 13:34:18,187.0,7.0,35.0,5.0,30.0,1.0,6.0,110.0,2019-10-09 09:21:30.000,0.3.0,1.0,6.0,,,,,,,,,6.0,,,,2.0,teoroo/pinn,https://hub.docker.com/r/teoroo/pinn,2025-02-17 13:47:01.387257,,446.0,,,,,,,,,,,,,,,,
197,Pacemaker,,ml-iap,https://cortner.github.io/ACEweb/software/,Python package for fitting atomic cluster expansion (ACE) potentials.,12,True,https://github.com/ICAMS/python-ace/blob/master/LICENSE.md,,ICAMS/python-ace,https://github.com/ICAMS/python-ace,2021-11-19 11:39:54,2024-11-20 09:47:10.000000,2024-11-20 09:47:10,173.0,,20.0,5.0,27.0,20.0,39.0,81.0,2022-10-24 21:50:17.233,0.2.8,2.0,7.0,python-ace,,,,https://pypi.org/project/python-ace,2022-10-24 21:50:17.233,,28.0,28.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,
198,NIST ChemNLP,,language-models,https://github.com/usnistgov/chemnlp,ChemNLP: A Natural Language Processing based Library for Materials Chemistry Text Data.,12,True,MIT,['literature-data'],usnistgov/chemnlp,https://github.com/usnistgov/chemnlp,2022-08-10 11:43:44,2024-08-19 19:40:05.000000,2024-08-19 19:40:04,81.0,,20.0,7.0,15.0,1.0,,75.0,2023-08-07 12:49:57.000,2023.7.1,6.0,2.0,chemnlp,,5.0,4.0,https://pypi.org/project/chemnlp,2023-08-07 12:49:57.000,1.0,268.0,268.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,
199,Neural fingerprint (nfp),,rep-learn,https://github.com/NREL/nfp,Keras layers for end-to-end learning with rdkit and pymatgen.,12,False,https://github.com/NREL/nfp/blob/master/LICENSE,,NREL/nfp,https://github.com/NREL/nfp,2018-11-20 23:55:23,2024-02-24 20:11:49.000000,2022-06-14 22:18:28,143.0,,34.0,6.0,19.0,2.0,6.0,59.0,2022-04-27 17:05:25.000,0.3.12,13.0,4.0,,,15.0,15.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
200,MLIP Arena Leaderboard,,uip,https://huggingface.co/spaces/atomind/mlip-arena,"Fair and transparent benchmark of machine-learned interatomic potentials (MLIPs), beyond basic error metrics.",12,True,Apache-2.0,"['ml-iap', 'benchmarking']",atomind-ai/mlip-arena,https://github.com/atomind-ai/mlip-arena,2024-03-24 20:36:55,2025-04-10 07:07:42.000000,2025-03-19 06:36:32,208.0,29.0,2.0,,39.0,11.0,5.0,56.0,2025-01-11 17:08:00.000,0.0.1a2,3.0,3.0,,,2.0,2.0,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
201,nlcc,,language-models,https://github.com/whitead/nlcc,Natural language computational chemistry command line interface.,12,False,MIT,['single-paper'],whitead/nlcc,https://github.com/whitead/nlcc,2021-08-19 18:23:52,2023-02-04 03:07:56.000000,2023-02-04 03:06:33,144.0,,7.0,4.0,1.0,,9.0,45.0,2023-02-04 03:11:01.949,0.6.0,10.0,3.0,nlcc,,2.0,2.0,https://pypi.org/project/nlcc,2022-12-07 05:07:49.878,,287.0,287.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,
202,GlassPy,,rep-eng,https://github.com/drcassar/glasspy,Python module for scientists working with glass materials.,12,True,GPL-3.0,,drcassar/glasspy,https://github.com/drcassar/glasspy,2019-07-18 23:15:43,2024-10-13 22:55:06.000000,2024-10-13 21:52:07,374.0,,7.0,5.0,14.0,7.0,8.0,30.0,2024-10-13 22:55:06.000,0.5.3,15.0,2.0,glasspy,,7.0,7.0,https://pypi.org/project/glasspy,2024-09-05 19:43:43.000,,613.0,613.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,
203,BOSS,,materials-discovery,https://gitlab.com/cest-group/boss,Bayesian Optimization Structure Search (BOSS).,12,True,Apache-2.0,['probabilistic'],,,2020-02-12 08:48:33,2024-11-13 14:59:24.000000,,,,11.0,,,1.0,30.0,22.0,2024-10-09 15:57:12.000,1.12.0,51.0,,aalto-boss,,,,https://pypi.org/project/aalto-boss,2024-11-13 14:59:24.000,,1255.0,1255.0,,,,2.0,,,,,,,,,,,,,,,,,cest-group/boss,https://gitlab.com/cest-group/boss,,,
204,CiderPress,,ml-dft,https://github.com/mir-group/CiderPress,A high-performance software package for training and evaluating machine-learned XC functionals using the CIDER..,12,True,GPL-3.0,"['ml-functional', 'lang-c']",mir-group/CiderPress,https://github.com/mir-group/CiderPress,2024-04-23 15:54:58,2025-04-10 13:26:16.000000,2025-04-09 19:35:11,380.0,104.0,2.0,2.0,19.0,,,11.0,2025-03-13 13:48:54.000,0.4.0,6.0,2.0,ciderpress,,,,https://pypi.org/project/ciderpress,2025-03-13 13:48:54.000,,242.0,242.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,
205,CCS_fit,,ml-iap,https://github.com/Teoroo-CMC/CCS,Curvature Constrained Splines.,12,False,GPL-3.0,,Teoroo-CMC/CCS,https://github.com/Teoroo-CMC/CCS,2021-12-13 14:29:53,2025-02-03 19:31:44.000000,2024-02-16 09:31:25,762.0,,11.0,2.0,13.0,8.0,6.0,8.0,2024-02-16 09:31:34.000,0.22.5,100.0,8.0,ccs_fit,,,,https://pypi.org/project/ccs_fit,2024-02-16 09:31:34.000,,2157.0,2186.0,,,,2.0,,,,,,843.0,,,,,,,,,,,,,,,
206,Deep Learning for Molecules and Materials Book,,educational,https://dmol.pub/,Deep learning for molecules and materials book.,11,False,https://github.com/whitead/dmol-book/blob/main/LICENSE,,whitead/dmol-book,https://github.com/whitead/dmol-book,2020-08-19 19:24:32,2023-07-02 18:02:57.000000,2023-07-02 18:02:56,558.0,,114.0,14.0,92.0,30.0,130.0,642.0,,,,19.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
207,Awesome-Scientific-Language-Models,,community,https://github.com/yuzhimanhua/Awesome-Scientific-Language-Models,A Comprehensive Survey of Scientific Large Language Models and Their Applications in Scientific Discovery (EMNLP24).,11,True,MIT,"['language-models', 'general-ml', 'pretrained', 'multimodal']",yuzhimanhua/Awesome-Scientific-Language-Models,https://github.com/yuzhimanhua/Awesome-Scientific-Language-Models,2024-01-05 03:32:57,2025-02-26 06:15:58.000000,2025-02-26 06:15:54,94.0,4.0,32.0,10.0,10.0,,,556.0,,,,9.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
208,ReLeaSE,,reinforcement-learning,https://github.com/isayev/ReLeaSE,Deep Reinforcement Learning for de-novo Drug Design.,11,False,MIT,['drug-discovery'],isayev/ReLeaSE,https://github.com/isayev/ReLeaSE,2018-04-26 14:50:34,2021-12-08 19:49:36.000000,2021-12-08 19:49:36,160.0,,135.0,18.0,9.0,27.0,8.0,355.0,,,,5.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
209,Introduction to AI-driven Science on Supercomputers: A Student Training Series,,educational,https://github.com/argonne-lcf/ai-science-training-series,,11,False,,"['general-ml', 'rep-learn', 'language-models']",argonne-lcf/ai-science-training-series,https://github.com/argonne-lcf/ai-science-training-series,2021-09-21 15:41:56,2024-11-15 20:50:18.000000,2024-11-15 20:50:16,758.0,,633.0,30.0,44.0,1.0,2.0,221.0,2024-01-25 21:00:11.000,2022Series,2.0,36.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
210,nablaDFT,,datasets,https://github.com/AIRI-Institute/nablaDFT,nablaDFT: Large-Scale Conformational Energy and Hamiltonian Prediction benchmark and dataset.,11,True,MIT,"['ml-dft', 'ml-wft', 'drug-discovery', 'ml-iap', 'benchmarking']",AIRI-Institute/nablaDFT,https://github.com/AIRI-Institute/nablaDFT,2022-08-18 15:46:09,2025-03-20 15:08:30.000000,2025-02-11 07:53:39,386.0,1.0,22.0,4.0,29.0,5.0,18.0,202.0,2024-06-11 18:47:16.000,1.0,1.0,9.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
211,SPICE,,datasets,https://github.com/openmm/spice-dataset,A collection of QM data for training potential functions.,11,True,MIT,"['ml-iap', 'md']",openmm/spice-dataset,https://github.com/openmm/spice-dataset,2021-08-31 18:52:05,2025-02-18 18:27:38.000000,2025-02-18 18:27:38,45.0,2.0,9.0,18.0,49.0,17.0,53.0,168.0,2024-04-15 20:17:14.000,2.0.1,8.0,1.0,,,,,,,,,8.0,,,,2.0,,,,,,282.0,,,,,,,,,,,,,,,
212,ASAP,,unsupervised,https://github.com/BingqingCheng/ASAP,ASAP is a package that can quickly analyze and visualize datasets of crystal or molecular structures.,11,True,MIT,,BingqingCheng/ASAP,https://github.com/BingqingCheng/ASAP,2019-08-11 12:45:14,2024-06-27 12:53:17.000000,2024-06-27 12:53:00,763.0,,28.0,6.0,37.0,7.0,19.0,144.0,2023-08-30 13:54:23.000,1,1.0,6.0,,,8.0,8.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
213,ChatMOF,,language-models,https://github.com/Yeonghun1675/ChatMOF,Predict and Inverse design for metal-organic framework with large-language models (llms).,11,True,MIT,['generative'],Yeonghun1675/ChatMOF,https://github.com/Yeonghun1675/ChatMOF,2023-05-19 06:33:06,2025-03-04 02:31:28.000000,2025-03-04 02:31:28,74.0,2.0,16.0,1.0,12.0,1.0,6.0,77.0,2024-06-14 09:56:27.000,0.2.1,17.0,1.0,chatmof,,3.0,3.0,https://pypi.org/project/chatmof,2024-07-01 05:01:35.000,,666.0,666.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,
214,AMPtorch,,general-tool,https://github.com/ulissigroup/amptorch,AMPtorch: Atomistic Machine Learning Package (AMP) - PyTorch.,11,False,GPL-3.0,,ulissigroup/amptorch,https://github.com/ulissigroup/amptorch,2019-01-24 15:15:48,2023-07-16 02:11:38.000000,2023-07-16 02:08:13,759.0,,32.0,8.0,99.0,7.0,26.0,60.0,2023-07-16 02:11:38.000,1.0,3.0,14.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
215,SchNetPack G-SchNet,,generative,https://github.com/atomistic-machine-learning/schnetpack-gschnet,G-SchNet extension for SchNetPack.,11,True,MIT,,atomistic-machine-learning/schnetpack-gschnet,https://github.com/atomistic-machine-learning/schnetpack-gschnet,2022-04-21 12:34:13,2024-11-07 17:18:59.000000,2024-11-07 17:18:59,173.0,,8.0,3.0,1.0,1.0,16.0,57.0,2024-07-03 16:43:48.000,1.1.0,3.0,3.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
216,SIMPLE-NN,,ml-iap,https://github.com/MDIL-SNU/SIMPLE-NN,SIMPLE-NN(SNU Interatomic Machine-learning PotentiaL packagE version Neural Network).,11,False,GPL-3.0,,MDIL-SNU/SIMPLE-NN,https://github.com/MDIL-SNU/SIMPLE-NN,2018-03-26 23:53:35,2022-01-27 05:04:05.000000,2022-01-27 05:04:05,586.0,,19.0,11.0,91.0,4.0,26.0,47.0,2021-09-23 01:41:42.000,1.1.1,9.0,4.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
217,PDynA,,rep-eng,https://github.com/WMD-group/PDynA,Python package to analyse the structural dynamics of perovskites.,11,True,MIT,['md'],WMD-group/PDynA,https://github.com/WMD-group/PDynA,2022-11-21 11:58:42,2024-12-13 19:47:05.000000,2024-10-11 23:48:13,238.0,,3.0,2.0,6.0,,3.0,41.0,2024-09-23 21:29:33.000,1.1.1,3.0,4.0,pdyna,,2.0,2.0,https://pypi.org/project/pdyna,2024-09-23 21:29:33.000,,105.0,105.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,
218,pumml,,unsupervised,https://github.com/ncfrey/pumml,Positive and Unlabeled Materials Machine Learning (pumml) is a code that uses semi-supervised machine learning to..,11,False,MIT,['materials-discovery'],ncfrey/pumml,https://github.com/ncfrey/pumml,2019-07-08 17:57:19,2024-02-21 18:04:36.000000,2021-03-12 18:28:56,81.0,,13.0,4.0,15.0,,3.0,37.0,2020-11-16 18:30:10.000,0.0.2,2.0,3.0,pumml,,2.0,2.0,https://pypi.org/project/pumml,2020-11-16 18:30:10.000,,112.0,112.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,
219,Atomvision,,visualization,https://github.com/usnistgov/atomvision,Deep learning framework for atomistic image data.,11,False,https://github.com/usnistgov/atomvision/blob/master/LICENSE.md,"['computer-vision', 'experimental-data', 'rep-learn']",usnistgov/atomvision,https://github.com/usnistgov/atomvision,2021-09-16 20:33:46,2025-01-23 01:33:40.000000,2023-05-08 03:21:25,123.0,,17.0,8.0,15.0,4.0,4.0,35.0,2023-05-08 03:15:44.402,2023.5.6,6.0,3.0,atomvision,,,,https://pypi.org/project/atomvision,2023-05-08 03:15:44.402,,228.0,228.0,,,,3.0,,,,,,,,,,,-1.0,,,,,,,,,,
