,name,resource,category,license,homepage,description,projectrank,show,labels,github_id,github_url,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,pypi_id,conda_id,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,github_release_downloads,updated_github_id,trending,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,gitlab_id,gitlab_url,docs_url,ignore
263,GEOM,,datasets,,https://github.com/learningmatter-mit/geom,GEOM: Energy-annotated molecular conformations.,7,False,['drug-discovery'],learningmatter-mit/geom,https://github.com/learningmatter-mit/geom,2020-06-03 17:58:37,2022-04-24 18:57:39.000000,2022-04-24 18:57:39,95.0,,26.0,10.0,,2.0,11.0,198.0,,,,2.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
264,tensorfieldnetworks,,rep-learn,MIT,https://github.com/tensorfieldnetworks/tensorfieldnetworks,Rotation- and translation-equivariant neural networks for 3D point clouds.,7,False,,tensorfieldnetworks/tensorfieldnetworks,https://github.com/tensorfieldnetworks/tensorfieldnetworks,2018-02-09 23:18:13,2020-01-07 17:22:16.000000,2020-01-07 17:22:15,10.0,,32.0,9.0,2.0,1.0,2.0,153.0,,,,2.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
265,A Highly Opinionated List of Open-Source Materials Informatics Resources,,community,MIT,https://github.com/ncfrey/resources,A Highly Opinionated List of Open Source Materials Informatics Resources.,7,False,,ncfrey/resources,https://github.com/ncfrey/resources,2020-11-17 23:47:07,2022-02-18 13:37:51.000000,2022-02-18 13:37:51,8.0,,22.0,9.0,,,,117.0,,,,1.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
266,PhysNet,,ml-iap,MIT,https://github.com/MMunibas/PhysNet,Code for training PhysNet models.,7,False,['electrostatics'],MMunibas/PhysNet,https://github.com/MMunibas/PhysNet,2019-03-28 09:05:22,2022-10-16 17:45:42.000000,2020-12-07 11:09:20,4.0,,26.0,9.0,1.0,5.0,,89.0,,,,2.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
267,Awesome Neural SBI,,community,MIT,https://github.com/smsharma/awesome-neural-sbi,Community-sourced list of papers and resources on neural simulation-based inference.,7,True,['active-learning'],smsharma/awesome-neural-sbi,https://github.com/smsharma/awesome-neural-sbi,2023-01-20 19:48:13,2024-06-17 04:24:32.000000,2024-06-17 04:24:27,56.0,,6.0,6.0,2.0,1.0,1.0,87.0,,,,3.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
268,JAXChem,,general-tool,MIT,https://github.com/deepchem/jaxchem,JAXChem is a JAX-based deep learning library for complex and versatile chemical modeling.,7,False,,deepchem/jaxchem,https://github.com/deepchem/jaxchem,2020-05-11 18:54:41,2020-07-15 05:02:21.000000,2020-07-15 04:55:41,96.0,,10.0,7.0,13.0,1.0,1.0,79.0,,,,3.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
269,DTNN,,rep-learn,MIT,https://github.com/atomistic-machine-learning/dtnn,Deep Tensor Neural Network.,7,False,,atomistic-machine-learning/dtnn,https://github.com/atomistic-machine-learning/dtnn,2017-03-10 14:40:05,2017-07-11 08:26:15.000000,2017-07-11 08:25:39,9.0,,31.0,14.0,,,3.0,76.0,,,,2.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
270,Awesome-Crystal-GNNs,,community,MIT,https://github.com/kdmsit/Awesome-Crystal-GNNs,This repository contains a collection of resources and papers on GNN Models on Crystal Solid State Materials.,7,True,,kdmsit/Awesome-Crystal-GNNs,https://github.com/kdmsit/Awesome-Crystal-GNNs,2022-11-15 11:12:18,2024-06-16 16:02:41.000000,2024-06-16 16:02:37,34.0,,8.0,4.0,,,,64.0,,,,2.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
271,Cormorant,,rep-learn,https://github.com/risilab/cormorant/blob/master/LICENSE,https://github.com/risilab/cormorant,Codebase for Cormorant Neural Networks.,7,False,,risilab/cormorant,https://github.com/risilab/cormorant,2019-10-27 18:22:07,2022-05-11 12:49:05.000000,2020-03-11 15:25:51,160.0,,10.0,6.0,1.0,3.0,,59.0,,,,2.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
272,cG-SchNet,,generative,MIT,https://github.com/atomistic-machine-learning/cG-SchNet,cG-SchNet - a conditional generative neural network for 3d molecular structures.,7,False,,atomistic-machine-learning/cG-SchNet,https://github.com/atomistic-machine-learning/cG-SchNet,2021-12-02 15:35:18,2023-03-24 12:09:56.000000,2023-03-24 12:09:56,28.0,,14.0,3.0,,,3.0,52.0,2022-02-21 13:36:41.000,1.0,1.0,1.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
273,PyNEP,,ml-iap,MIT,https://github.com/bigd4/PyNEP,A python interface of the machine learning potential NEP used in GPUMD.,7,True,,bigd4/PyNEP,https://github.com/bigd4/PyNEP,2022-03-21 06:27:13,2024-06-01 09:06:22.000000,2024-06-01 09:06:22,80.0,,16.0,2.0,15.0,4.0,7.0,48.0,,,,7.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
274,uncertainty_benchmarking,,general-tool,,https://github.com/ulissigroup/uncertainty_benchmarking,Various code/notebooks to benchmark different ways we could estimate uncertainty in ML predictions.,7,False,"['benchmarking', 'probabilistic']",ulissigroup/uncertainty_benchmarking,https://github.com/ulissigroup/uncertainty_benchmarking,2019-08-28 19:39:28,2021-06-07 23:29:39.000000,2021-06-07 23:27:19,265.0,,7.0,6.0,1.0,,,40.0,,,,4.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
275,MACE-tutorials,,educational,MIT,https://github.com/ilyes319/mace-tutorials,Another set of tutorials for the MACE interatomic potential by one of the authors.,7,True,"['ml-iap', 'rep-learn', 'md']",ilyes319/mace-tutorials,https://github.com/ilyes319/mace-tutorials,2023-09-11 18:09:18,2024-09-14 17:54:11.000000,2024-07-16 12:45:42,7.0,,10.0,3.0,,1.0,,38.0,,,,2.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
276,AdsorbML,,rep-learn,MIT,https://github.com/Open-Catalyst-Project/AdsorbML,,7,False,"['surface-science', 'single-paper']",Open-Catalyst-Project/AdsorbML,https://github.com/Open-Catalyst-Project/AdsorbML,2022-11-30 01:38:20,2024-05-07 21:54:19.000000,2023-07-31 16:28:09,56.0,,5.0,7.0,11.0,3.0,1.0,36.0,,,,5.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
277,torchchem,,general-tool,MIT,https://github.com/deepchem/torchchem,An experimental repo for experimenting with PyTorch models.,7,False,,deepchem/torchchem,https://github.com/deepchem/torchchem,2020-03-07 17:06:44,2023-03-24 23:13:19.000000,2020-05-01 20:12:23,49.0,,13.0,8.0,27.0,5.0,1.0,35.0,,,,5.0,,,2.0,2.0,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
278,chemlift,,language-models,MIT,https://github.com/lamalab-org/chemlift,Language-interfaced fine-tuning for chemistry.,7,True,,lamalab-org/chemlift,https://github.com/lamalab-org/chemlift,2023-07-10 06:54:07,2023-11-30 10:47:50.000000,2023-10-14 16:50:14,36.0,,3.0,1.0,1.0,11.0,7.0,31.0,2023-11-30 19:42:07.000,0.0.1,1.0,2.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
279,ChargE3Net,,ml-dft,MIT,https://github.com/AIforGreatGood/charge3net,Higher-order equivariant neural networks for charge density prediction in materials.,7,True,['rep-learn'],AIforGreatGood/charge3net,https://github.com/AIforGreatGood/charge3net,2023-12-16 13:54:56,2024-08-15 14:35:44.000000,2024-08-15 14:35:27,12.0,4.0,8.0,5.0,1.0,2.0,3.0,30.0,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
280,LLM-Prop,,language-models,MIT,https://github.com/vertaix/LLM-Prop,A repository for the LLM-Prop implementation.,7,True,,vertaix/LLM-Prop,https://github.com/vertaix/LLM-Prop,2022-10-16 19:15:21,2024-04-26 14:20:54.000000,2024-04-26 14:20:54,175.0,,6.0,2.0,,1.0,1.0,28.0,,,,6.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
281,Mat2Spec,,ml-dft,MIT,https://github.com/gomes-lab/Mat2Spec,Density of States Prediction for Materials Discovery via Contrastive Learning from Probabilistic Embeddings.,7,False,['spectroscopy'],gomes-lab/Mat2Spec,https://github.com/gomes-lab/Mat2Spec,2022-01-17 11:45:57,2022-04-17 17:12:29.000000,2022-04-17 17:12:29,8.0,,10.0,,,,,27.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
282,escnn_jax,,rep-learn,https://github.com/emilemathieu/escnn_jax/blob/master/LICENSE,https://github.com/emilemathieu/escnn_jax,Equivariant Steerable CNNs Library for Pytorch https://quva-lab.github.io/escnn/.,7,False,,emilemathieu/escnn_jax,https://github.com/emilemathieu/escnn_jax,2023-06-15 09:45:45,2023-06-28 14:40:32.000000,2023-06-28 14:39:56,203.0,,2.0,,,,,26.0,,,,8.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
283,Libnxc,,ml-dft,MPL-2.0,https://github.com/semodi/libnxc,A library for using machine-learned exchange-correlation functionals for density-functional theory.,7,False,"['lang-cpp', 'lang-fortran']",semodi/libnxc,https://github.com/semodi/libnxc,2020-07-01 18:21:50,2021-09-18 14:53:52.000000,2021-08-14 16:26:32,100.0,,4.0,2.0,3.0,13.0,3.0,16.0,,,2.0,3.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
284,Q-stack,,ml-dft,MIT,https://github.com/lcmd-epfl/Q-stack,Stack of codes for dedicated pre- and post-processing tasks for Quantum Machine Learning (QML).,7,True,"['excited-states', 'general-tool']",lcmd-epfl/Q-stack,https://github.com/lcmd-epfl/Q-stack,2021-10-20 15:33:26,2024-09-27 13:04:58.000000,2024-09-26 08:13:30,422.0,1.0,5.0,2.0,46.0,9.0,20.0,14.0,,,1.0,7.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
285,AIS Square,,datasets,LGPL-3.0,https://github.com/deepmodeling/AIS-Square,"A collaborative and open-source platform for sharing AI for Science datasets, models, and workflows. Home of the..",7,True,"['community', 'model-repository']",deepmodeling/AIS-Square,https://github.com/deepmodeling/AIS-Square,2022-09-13 09:52:30,2024-08-26 15:33:53.000000,2023-12-06 03:06:55,469.0,,8.0,8.0,210.0,5.0,1.0,12.0,,,,8.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
286,NICE,,rep-eng,MIT,https://github.com/lab-cosmo/nice,NICE (N-body Iteratively Contracted Equivariants) is a set of tools designed for the calculation of invariant and..,7,True,,lab-cosmo/nice,https://github.com/lab-cosmo/nice,2020-07-03 08:47:41,2024-04-15 14:39:34.000000,2024-04-15 14:39:33,233.0,,3.0,17.0,7.0,2.0,1.0,12.0,,,1.0,4.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
287,MLXDM,,ml-iap,MIT,https://github.com/RowleyGroup/MLXDM,A Neural Network Potential with Rigorous Treatment of Long-Range Dispersion https://doi.org/10.1039/D2DD00150K.,7,True,['long-range'],RowleyGroup/MLXDM,https://github.com/RowleyGroup/MLXDM,2022-05-03 17:47:26,2024-08-15 21:32:50.000000,2024-08-15 21:32:12,53.0,7.0,2.0,5.0,,,,6.0,,,,7.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
288,MADICES Awesome Interoperability,,community,MIT,MADICES/MADICES.github.io/blob/main/docs/awesome_interoperability.md,Linked data interoperability resources of the Machine-actionable data interoperability for the chemical sciences..,7,False,['datasets'],MADICES/MADICES.github.io,https://github.com/MADICES/MADICES.github.io,2021-12-26 13:27:32,2024-07-10 07:36:51.000000,2024-07-10 07:35:07,217.0,,5.0,4.0,17.0,1.0,14.0,1.0,,,,10.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
289,MAChINE,,educational,MIT,https://github.com/aimat-lab/MAChINE,Client-Server Web App to introduce usage of ML in materials science to beginners.,7,False,,aimat-lab/MAChINE,https://github.com/aimat-lab/MAChINE,2023-04-17 14:29:06,2023-09-29 14:20:12.000000,2023-09-29 10:20:31,1026.0,,,,7.0,9.0,23.0,1.0,,,,7.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
290,AMP,,rep-eng,,https://bitbucket.org/andrewpeterson/amp/,Amp is an open-source package designed to easily bring machine-learning to atomistic calculations.,7,False,,,,,2023-01-25 17:30:41.112000,,,,25.0,,,,,,2023-01-25 17:30:41.112,1.0.1,3.0,,amp-atomistics,,,,https://pypi.org/project/amp-atomistics,2023-01-25 17:30:41.112,,371.0,371.0,,,,3.0,,,,,,,,,,,,,,,,,,,,https://amp.readthedocs.io/,
291,ML4pXRDs,,rep-learn,MIT,https://github.com/aimat-lab/ML4pXRDs,Contains code to train neural networks based on simulated powder XRDs from synthetic crystals.,7,False,"['xrd', 'single-paper']",aimat-lab/ML4pXRDs,https://github.com/aimat-lab/ML4pXRDs,2022-12-01 16:24:29,2023-07-14 08:17:06.000000,2023-07-14 08:17:04,1320.0,,,3.0,,,,,2023-03-22 11:04:31.000,1.0,1.0,,,,,,,,,,0.0,,,,3.0,,,,,,4.0,,,,,,,,,,,,,,,
292,The Collection of Database and Dataset Resources in Materials Science,,community,,https://github.com/sedaoturak/data-resources-for-materials-science,"A list of databases, datasets and books/handbooks where you can find materials properties for machine learning..",6,True,['datasets'],sedaoturak/data-resources-for-materials-science,https://github.com/sedaoturak/data-resources-for-materials-science,2021-02-20 06:38:45,2024-06-07 15:51:11.000000,2024-06-07 15:51:11,30.0,,43.0,12.0,2.0,1.0,1.0,257.0,,,,2.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
293,DeepH-E3,,ml-dft,MIT,https://github.com/Xiaoxun-Gong/DeepH-E3,General framework for E(3)-equivariant neural network representation of density functional theory Hamiltonian.,6,False,['magnetism'],Xiaoxun-Gong/DeepH-E3,https://github.com/Xiaoxun-Gong/DeepH-E3,2023-03-16 11:25:58,2023-04-04 13:27:01.000000,2023-04-04 13:26:27,16.0,,18.0,6.0,,9.0,7.0,73.0,,,,2.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
294,Applied AI for Materials,,educational,,https://github.com/WardLT/applied-ai-for-materials,Course materials for Applied AI for Materials Science and Engineering.,6,False,,WardLT/applied-ai-for-materials,https://github.com/WardLT/applied-ai-for-materials,2020-10-12 19:39:06,2022-03-12 02:26:58.000000,2022-03-12 02:26:41,107.0,,31.0,4.0,13.0,5.0,,59.0,,,,2.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
295,DeepDFT,,ml-dft,MIT,https://github.com/peterbjorgensen/DeepDFT,Official implementation of DeepDFT model.,6,False,,peterbjorgensen/DeepDFT,https://github.com/peterbjorgensen/DeepDFT,2020-11-03 11:51:15,2023-02-28 15:37:49.000000,2023-02-28 15:37:37,128.0,,8.0,1.0,,,5.0,58.0,,,,2.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
296,ANI-1x Datasets,,datasets,MIT,https://github.com/aiqm/ANI1x_datasets,"The ANI-1ccx and ANI-1x data sets, coupled-cluster and density functional theory properties for organic molecules.",6,False,,aiqm/ANI1x_datasets,https://github.com/aiqm/ANI1x_datasets,2019-09-17 18:19:28,2022-04-11 17:25:55.000000,2022-04-11 17:25:55,12.0,,5.0,5.0,,4.0,3.0,57.0,,,,2.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
297,COMP6 Benchmark dataset,,datasets,MIT,https://github.com/isayev/COMP6,COMP6 Benchmark dataset for ML potentials.,6,False,,isayev/COMP6,https://github.com/isayev/COMP6,2017-12-29 16:58:35,2018-07-09 23:56:35.000000,2018-07-09 23:56:34,27.0,,4.0,5.0,,2.0,1.0,39.0,,,,2.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
298,MACE-Layer,,rep-learn,MIT,https://github.com/ACEsuit/mace-layer,Higher order equivariant graph neural networks for 3D point clouds.,6,False,,ACEsuit/mace-layer,https://github.com/ACEsuit/mace-layer,2022-11-09 17:03:41,2023-06-27 15:32:49.000000,2023-06-06 10:09:58,19.0,,8.0,5.0,2.0,1.0,,32.0,,,,2.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
299,charge_transfer_nnp,,rep-learn,MIT,https://github.com/pfnet-research/charge_transfer_nnp,Graph neural network potential with charge transfer.,6,False,['electrostatics'],pfnet-research/charge_transfer_nnp,https://github.com/pfnet-research/charge_transfer_nnp,2022-04-06 01:48:18,2022-04-06 01:53:35.000000,2022-04-06 01:53:22,1.0,,8.0,11.0,,,,31.0,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
300,milad,,rep-eng,GPL-3.0,https://github.com/muhrin/milad,Moment Invariants Local Atomic Descriptor.,6,True,['generative'],muhrin/milad,https://github.com/muhrin/milad,2020-04-23 09:14:24,2024-08-20 12:50:12.000000,2024-08-20 12:50:10,111.0,1.0,1.0,4.0,,,,30.0,,,,1.0,,,3.0,3.0,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
301,MLIP-3,,ml-iap,BSD-2-Clause,https://gitlab.com/ashapeev/mlip-3,MLIP-3: Active learning on atomic environments with Moment Tensor Potentials (MTP).,6,False,['lang-cpp'],,,2023-04-24 14:05:53,2023-04-24 14:05:53.000000,,,,8.0,,,24.0,6.0,26.0,,,0.0,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,ashapeev/mlip-3,https://gitlab.com/ashapeev/mlip-3,,
302,GLAMOUR,,rep-learn,MIT,https://github.com/learningmatter-mit/GLAMOUR,Graph Learning over Macromolecule Representations.,6,False,['single-paper'],learningmatter-mit/GLAMOUR,https://github.com/learningmatter-mit/GLAMOUR,2021-08-20 18:16:40,2022-12-31 17:56:21.000000,2022-12-31 17:56:21,14.0,,7.0,3.0,1.0,1.0,8.0,21.0,2021-08-23 18:58:52.000,0.1,1.0,1.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
303,EquivariantOperators.jl,,math,MIT,https://github.com/aced-differentiate/EquivariantOperators.jl,This package is deprecated. Functionalities are migrating to Porcupine.jl.,6,False,['lang-julia'],aced-differentiate/EquivariantOperators.jl,https://github.com/aced-differentiate/EquivariantOperators.jl,2021-11-29 03:36:21,2023-09-27 18:34:44.000000,2023-09-27 18:34:44,62.0,,,4.0,,,,19.0,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
304,CatGym,,reinforcement-learning,GPL,https://github.com/ulissigroup/catgym,Surface segregation using Deep Reinforcement Learning.,6,False,,ulissigroup/catgym,https://github.com/ulissigroup/catgym,2019-08-06 19:25:27,2021-08-30 17:05:36.000000,2021-08-30 17:05:32,162.0,,2.0,4.0,,2.0,,11.0,,,,7.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
305,testing-framework,,ml-iap,,https://github.com/libAtoms/testing-framework,The purpose of this repository is to aid the testing of a large number of interatomic potentials for a variety of..,6,False,['benchmarking'],libAtoms/testing-framework,https://github.com/libAtoms/testing-framework,2020-03-04 11:43:15,2022-02-10 17:23:46.000000,2022-02-10 17:23:46,225.0,,6.0,16.0,10.0,5.0,3.0,11.0,,,,11.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
306,rxngenerator,,generative,MIT,https://github.com/tsudalab/rxngenerator,A generative model for molecular generation via multi-step chemical reactions.,6,False,,tsudalab/rxngenerator,https://github.com/tsudalab/rxngenerator,2021-06-18 07:44:53,2024-07-24 05:27:21.000000,2022-08-09 07:21:05,16.0,,3.0,9.0,2.0,1.0,,11.0,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
307,PANNA,,ml-iap,MIT,https://gitlab.com/PANNAdevs/panna,A package to train and validate all-to-all connected network models for BP[1] and modified-BP[2] type local atomic..,6,False,['benchmarking'],,,2018-11-09 10:47:48,2018-11-09 10:47:48.000000,,,,10.0,,,,,10.0,,,2.0,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,PANNAdevs/panna,https://gitlab.com/PANNAdevs/panna,,
308,ML for catalysis tutorials,,educational,MIT,https://github.com/ulissigroup/ml_catalysis_tutorials,A jupyter book repo for tutorial on how to use OCP ML models for catalysis.,6,False,,ulissigroup/ml_catalysis_tutorials,https://github.com/ulissigroup/ml_catalysis_tutorials,2022-10-28 20:37:30,2022-10-31 18:06:07.000000,2022-10-31 17:49:25,40.0,,1.0,4.0,,,,8.0,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
309,TensorPotential,,ml-iap,https://github.com/ICAMS/TensorPotential/blob/main/LICENSE.md,https://cortner.github.io/ACEweb/software/,"Tensorpotential is a TensorFlow based tool for development, fitting ML interatomic potentials from electronic..",6,True,,ICAMS/TensorPotential,https://github.com/ICAMS/TensorPotential,2021-12-08 12:10:04,2024-09-12 10:19:56.000000,2024-09-12 10:19:56,22.0,4.0,4.0,2.0,2.0,,,8.0,,,,4.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
310,COSMO Toolbox,,math,,https://github.com/lab-cosmo/toolbox,Assorted libraries and utilities for atomistic simulation analysis.,6,True,['lang-cpp'],lab-cosmo/toolbox,https://github.com/lab-cosmo/toolbox,2014-05-20 11:23:13,2024-03-19 13:27:28.000000,2024-03-19 13:27:02,107.0,,6.0,27.0,1.0,,,7.0,,,,9.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
311,SOAPxx,,rep-eng,GPL-2.0,https://github.com/capoe/soapxx,A SOAP implementation.,6,False,['lang-cpp'],capoe/soapxx,https://github.com/capoe/soapxx,2016-03-29 10:00:00,2020-03-27 13:47:44.000000,2020-03-27 13:47:36,289.0,,3.0,3.0,1.0,,2.0,7.0,,,,4.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
312,Equisolve,,general-tool,BSD-3-Clause,https://github.com/lab-cosmo/equisolve,A ML toolkit package utilizing the metatensor data format to build models for the prediction of equivariant properties..,6,True,['ml-iap'],lab-cosmo/equisolve,https://github.com/lab-cosmo/equisolve,2022-10-04 15:29:19,2023-10-27 10:03:59.000000,2023-10-27 09:55:17,55.0,,1.0,17.0,43.0,19.0,4.0,5.0,,,,6.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
313,MEGAN: Multi Explanation Graph Attention Student,,xai,MIT,https://github.com/aimat-lab/graph_attention_student,Minimal implementation of graph attention student model architecture.,6,True,['rep-learn'],aimat-lab/graph_attention_student,https://github.com/aimat-lab/graph_attention_student,2022-07-28 06:22:50,2024-10-07 12:57:30.000000,2024-10-07 12:57:25,104.0,17.0,1.0,3.0,1.0,1.0,2.0,5.0,,,,2.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
314,soap_turbo,,rep-eng,https://github.com/libAtoms/soap_turbo/blob/master/LICENSE.md,https://github.com/libAtoms/soap_turbo,soap_turbo comprises a series of libraries to be used in combination with QUIP/GAP and TurboGAP.,6,False,['lang-fortran'],libAtoms/soap_turbo,https://github.com/libAtoms/soap_turbo,2021-03-19 15:20:25,2024-09-04 11:20:17.000000,2023-05-24 09:42:00,36.0,,8.0,8.0,1.0,5.0,3.0,5.0,,,,2.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
315,COSMO tools,,others,,https://github.com/lab-cosmo/cosmo-tools,"Scripts, jupyter nbs, and general helpful stuff from COSMO by COSMO.",6,False,,lab-cosmo/cosmo-tools,https://github.com/lab-cosmo/cosmo-tools,2018-11-06 09:40:00,2024-05-24 05:53:06.000000,2024-05-24 05:53:06,63.0,,4.0,23.0,,,,4.0,,,,4.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,True
316,cnine,,math,,https://github.com/risi-kondor/cnine,Cnine tensor library.,6,False,['lang-cpp'],risi-kondor/cnine,https://github.com/risi-kondor/cnine,2022-10-07 20:54:54,2024-09-17 06:23:54.000000,2024-08-09 03:21:10,381.0,10.0,4.0,2.0,8.0,1.0,1.0,4.0,,,,6.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,https://risi-kondor.github.io/cnine/,
317,KSR-DFT,,ml-dft,Apache-2.0,https://github.com/pedersor/ksr_dft,Kohn-Sham regularizer for machine-learned DFT functionals.,6,False,,pedersor/ksr_dft,https://github.com/pedersor/ksr_dft,2023-03-01 17:24:48,2023-03-04 07:20:22.000000,2023-03-04 07:20:18,466.0,,,1.0,,,,4.0,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
318,pyLODE,,rep-eng,Apache-2.0,https://github.com/ceriottm/lode,Pythonic implementation of LOng Distance Equivariants.,6,False,['electrostatics'],ceriottm/lode,https://github.com/ceriottm/lode,2022-01-19 17:01:38,2023-07-05 09:57:29.000000,2023-07-05 09:57:14,241.0,,1.0,2.0,,1.0,,3.0,,,,4.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
319,ACEpsi.jl,,ml-wft,MIT,https://github.com/ACEsuit/ACEpsi.jl,ACE wave function parameterizations.,6,False,"['rep-eng', 'lang-julia']",ACEsuit/ACEpsi.jl,https://github.com/ACEsuit/ACEpsi.jl,2022-10-21 03:51:18,2024-04-12 06:18:19.000000,2023-10-05 21:21:35,162.0,,,4.0,16.0,5.0,4.0,2.0,,,,6.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
320,Computational Autonomy for Materials Discovery (CAMD),,materials-discovery,Apache-2.0,https://github.com/ulissigroup/CAMD,Agent-based sequential learning software for materials discovery.,6,False,,ulissigroup/CAMD,https://github.com/ulissigroup/CAMD,2023-01-10 19:42:57,2023-01-10 19:49:35.000000,2023-01-10 19:49:13,1336.0,,,1.0,,,,1.0,,,,17.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
321,COATI,,generative,Apache 2.0,https://github.com/terraytherapeutics/COATI,COATI: multi-modal contrastive pre-training for representing and traversing chemical space.,5,True,"['drug-discovery', 'multimodal', 'pretrained', 'rep-learn']",terraytherapeutics/COATI,https://github.com/terraytherapeutics/COATI,2023-08-11 14:56:39,2024-03-23 18:06:26.000000,2024-03-23 18:06:26,16.0,,6.0,2.0,7.0,1.0,2.0,100.0,,,,5.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
322,AI4Science101,,educational,,https://github.com/deepmodeling/AI4Science101,AI for Science.,5,False,,deepmodeling/AI4Science101,https://github.com/deepmodeling/AI4Science101,2022-06-19 02:26:48,2024-04-11 02:15:55.000000,2022-09-04 02:06:18,139.0,,13.0,9.0,29.0,2.0,1.0,84.0,,,,5.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
