,name,resource,category,license,homepage,description,projectrank,show,labels,github_id,github_url,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,pypi_id,conda_id,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,trending,github_release_downloads,maven_id,maven_url,updated_github_id,npm_id,npm_url,npm_monthly_downloads,gitlab_id,gitlab_url,ignore,docs_url
283,Autobahn,,rep-learn,MIT,https://github.com/risilab/Autobahn,Repository for Autobahn: Automorphism Based Graph Neural Networks.,5,False,,risilab/Autobahn,https://github.com/risilab/Autobahn,2021-03-02 01:14:40,2022-03-01 21:04:09.000000,2022-03-01 21:04:04,11.0,,2.0,5.0,,,,30.0,,,,2.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,
284,ML-DFT,,ml-dft,MIT,https://github.com/MihailBogojeski/ml-dft,A package for density functional approximation using machine learning.,5,False,,MihailBogojeski/ml-dft,https://github.com/MihailBogojeski/ml-dft,2020-09-14 22:15:56,2020-09-18 16:36:30.000000,2020-09-18 16:36:30,9.0,,7.0,2.0,,1.0,1.0,23.0,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,
285,EquivariantOperators.jl,,math,MIT,https://github.com/aced-differentiate/EquivariantOperators.jl,,5,False,['lang-julia'],aced-differentiate/EquivariantOperators.jl,https://github.com/aced-differentiate/EquivariantOperators.jl,2021-11-29 03:36:21,2023-09-27 18:34:44.000000,2023-09-27 18:34:44,62.0,,,4.0,,,,18.0,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,
286,CSPML (crystal structure prediction with machine learning-based element substitution),,materials-discovery,,https://github.com/Minoru938/CSPML,Original implementation of CSPML.,5,True,['structure-prediction'],minoru938/cspml,https://github.com/Minoru938/CSPML,2022-01-15 10:59:27,2024-07-09 12:40:53.000000,2024-07-09 12:40:53,23.0,16.0,8.0,2.0,,2.0,1.0,16.0,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,
287,Does this material exist?,,community,MIT,https://thismaterialdoesnotexist.com/,Vote on whether you think predicted crystal structures could be synthesised.,5,True,"['for-fun', 'materials-discovery']",ml-evs/this-material-does-not-exist,https://github.com/ml-evs/this-material-does-not-exist,2023-12-01 18:16:28,2024-07-10 10:59:29.000000,2024-04-10 12:32:06,16.0,,3.0,2.0,2.0,2.0,,15.0,,,,2.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,
288,SCFNN,,rep-learn,MIT,https://github.com/andy90/SCFNN,Self-consistent determination of long-range electrostatics in neural network potentials.,5,False,"['lang-cpp', 'electrostatics', 'single-paper']",andy90/SCFNN,https://github.com/andy90/SCFNN,2021-09-22 12:02:00,2022-01-30 02:29:03.000000,2022-01-24 09:40:40,10.0,,8.0,2.0,,,,15.0,2022-01-30 02:29:04,1.0.0,1.0,2.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,
289,3DSC Database,,datasets,https://github.com/aimat-lab/3DSC/blob/main/LICENSE.md,https://github.com/aimat-lab/3DSC,Repo for the paper publishing the superconductor database with 3D crystal structures.,5,True,"['superconductors', 'materials-discovery']",aimat-lab/3DSC,https://github.com/aimat-lab/3DSC,2021-11-02 09:07:57,2024-01-08 09:21:11.000000,2024-01-08 09:21:11,53.0,,4.0,2.0,,1.0,,14.0,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,
290,CraTENet,,rep-learn,MIT,https://github.com/lantunes/CraTENet,An attention-based deep neural network for thermoelectric transport properties.,5,False,['transport-phenomena'],lantunes/CraTENet,https://github.com/lantunes/CraTENet,2022-06-30 10:40:06,2023-04-05 01:13:22.000000,2023-04-05 01:13:11,24.0,,1.0,1.0,,,,12.0,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,
291,ACEHAL,,active-learning,,https://github.com/ACEsuit/ACEHAL,Hyperactive Learning (HAL) Python interface for building Atomic Cluster Expansion potentials.,5,True,['lang-julia'],ACEsuit/ACEHAL,https://github.com/ACEsuit/ACEHAL,2023-02-24 17:33:47,2023-10-01 12:19:41.000000,2023-09-21 21:50:43,121.0,,6.0,5.0,15.0,4.0,6.0,11.0,,,,3.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,
292,rxngenerator,,generative,MIT,https://github.com/tsudalab/rxngenerator,A generative model for molecular generation via multi-step chemical reactions.,5,False,,tsudalab/rxngenerator,https://github.com/tsudalab/rxngenerator,2021-06-18 07:44:53,2022-08-09 07:21:44.000000,2022-08-09 07:21:05,16.0,,2.0,9.0,2.0,1.0,,11.0,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,
293,SOMD,,md,AGPL-3.0,https://github.com/initqp/somd,Molecular dynamics package designed for the SIESTA DFT code.,5,True,"['ml-iap', 'active-learning']",initqp/somd,https://github.com/initqp/somd,2023-03-09 19:00:41,2024-07-03 18:06:36.000000,2024-07-03 17:46:18,301.0,7.0,2.0,1.0,11.0,,1.0,11.0,,,,,,,,,,,,,,,3.0,,,,,,-1.0,,,,,,,,,,,
294,SciGlass,,datasets,MIT,https://github.com/drcassar/SciGlass,The database contains a vast set of data on the properties of glass materials.,5,True,,drcassar/SciGlass,https://github.com/drcassar/SciGlass,2019-06-19 19:36:32,2023-08-27 13:46:44.000000,2023-08-27 13:46:44,28.0,,3.0,1.0,,,,10.0,2023-08-27 13:48:09,2.0.1,1.0,2.0,,,,,,,1.0,,,,3.0,,,,,,,16.0,,,,,,,,,,
295,BERT-PSIE-TC,,language-models,MIT,https://github.com/StefanoSanvitoGroup/BERT-PSIE-TC,A dataset of Curie temperatures automatically extracted from scientific literature with the use of the BERT-PSIE..,5,True,['magnetism'],StefanoSanvitoGroup/BERT-PSIE-TC,https://github.com/StefanoSanvitoGroup/BERT-PSIE-TC,2023-01-25 10:27:26,2023-08-18 11:47:45.000000,2023-08-18 12:48:31,36.0,,3.0,1.0,,,,10.0,,,,2.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,
296,MAPI_LLM,,language-models,MIT,https://github.com/maykcaldas/MAPI_LLM,A LLM application developed during the LLM March MADNESS Hackathon https://doi.org/10.1039/D3DD00113J.,5,True,['dataset'],maykcaldas/MAPI_LLM,https://github.com/maykcaldas/MAPI_LLM,2023-03-30 04:24:54,2024-04-20 03:16:17.000000,2024-04-11 22:22:28,31.0,,2.0,1.0,7.0,,,8.0,2023-06-29 18:48:44,0.0.1,1.0,2.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,
297,MolSLEPA,,generative,MIT,https://github.com/tsudalab/MolSLEPA,Interpretable Fragment-based Molecule Design with Self-learning Entropic Population Annealing.,5,False,['xai'],tsudalab/MolSLEPA,https://github.com/tsudalab/MolSLEPA,2023-04-10 15:04:55,2023-04-13 12:48:49.000000,2023-04-13 12:48:49,11.0,,1.0,8.0,2.0,,,5.0,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,
298,SISSO++,,rep-eng,Apache-2.0,https://gitlab.com/sissopp_developers/sissopp,C++ Implementation of SISSO with python bindings.,5,False,['lang-cpp'],,,2021-04-30 14:20:59,2021-04-30 14:20:59.000000,,,,3.0,,,1.0,16.0,3.0,,,1.0,,,,,,,,,,,,3.0,,,,,,,,,,,,,,sissopp_developers/sissopp,https://gitlab.com/sissopp_developers/sissopp,,
299,Alchemical learning,,ml-iap,BSD-3-Clause,https://github.com/Luthaf/alchemical-learning,Code for the Modeling high-entropy transition metal alloys with alchemical compression article.,5,False,,Luthaf/alchemical-learning,https://github.com/Luthaf/alchemical-learning,2021-12-02 17:02:00,2023-04-24 18:35:45.000000,2023-04-07 10:19:10,120.0,,1.0,7.0,1.0,,4.0,2.0,,,,10.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,
300,Visual Graph Datasets,,datasets,MIT,https://github.com/aimat-lab/visual_graph_datasets,Datasets for the training of graph neural networks (GNNs) and subsequent visualization of attributional explanations..,5,False,,aimat-lab/visual_graph_datasets,https://github.com/aimat-lab/visual_graph_datasets,2023-06-01 11:33:18,2024-06-26 14:06:17.000000,2024-06-26 14:06:13,53.0,3.0,2.0,3.0,,1.0,,1.0,,,,2.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,
301,linear-regression-benchmarks,,datasets,MIT,https://github.com/BingqingCheng/linear-regression-benchmarks,Data sets used for linear regression benchmarks.,5,False,"['benchmarking', 'single-paper']",BingqingCheng/linear-regression-benchmarks,https://github.com/BingqingCheng/linear-regression-benchmarks,2020-04-16 20:48:28,2022-01-26 08:29:46.000000,2022-01-26 08:29:46,24.0,,,3.0,2.0,,,1.0,,,,3.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,
302,"Data Handling, DoE and Statistical Analysis for Material Chemists",,educational,GPL-3.0,https://github.com/Teoroo-CMC/DoE_Course_Material,"Notebooks for workshops of DoE course, hosted by the Computational Materials Chemistry group at Uppsala University.",5,False,,Teoroo-CMC/DoE_Course_Material,https://github.com/Teoroo-CMC/DoE_Course_Material,2023-05-22 08:11:41,2023-06-26 12:48:17.000000,2023-06-26 12:48:15,157.0,,15.0,2.0,1.0,,,1.0,,,,3.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,
303,Per-Site CGCNN,,rep-learn,MIT,https://github.com/learningmatter-mit/per-site_cgcnn,Crystal graph convolutional neural networks for predicting material properties.,5,False,"['pre-trained', 'single-paper']",learningmatter-mit/per-site_cgcnn,https://github.com/learningmatter-mit/per-site_cgcnn,2023-05-30 18:59:03,2023-06-05 17:38:46.000000,2023-06-05 17:38:41,28.0,,,,,,,1.0,,,,4.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,
304,Per-site PAiNN,,rep-learn,MIT,https://github.com/learningmatter-mit/per-site_painn,Fork of PaiNN for PerovskiteOrderingGCNNs.,5,False,"['probabilistic', 'pre-trained', 'single-paper']",learningmatter-mit/per-site_painn,https://github.com/learningmatter-mit/per-site_painn,2023-06-04 14:23:49,2023-06-05 17:35:19.000000,2023-06-05 17:30:34,123.0,,,,,,,1.0,,,,10.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,
305,ML-in-chemistry-101,,educational,,https://github.com/BingqingCheng/ML-in-chemistry-101,The course materials for Machine Learning in Chemistry 101.,4,False,,BingqingCheng/ML-in-chemistry-101,https://github.com/BingqingCheng/ML-in-chemistry-101,2020-02-09 17:47:07,2020-10-19 08:10:31.000000,2020-10-19 08:10:30,13.0,,17.0,2.0,,,,65.0,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,
306,Atom2Vec,,rep-learn,,https://github.com/idocx/Atom2Vec,Atom2Vec: a simple way to describe atoms for machine learning.,4,False,,idocx/Atom2Vec,https://github.com/idocx/Atom2Vec,2020-01-18 23:31:47,2024-02-23 21:44:03.000000,2024-02-23 21:43:58,4.0,,8.0,1.0,1.0,2.0,1.0,31.0,,,,,atom2vec,,2.0,2.0,https://pypi.org/project/atom2vec,44.0,44.0,,,,3.0,,,,,,,,,,,,,,,,,
307,Coarse-Graining-Auto-encoders,,unsupervised,,https://github.com/learningmatter-mit/Coarse-Graining-Auto-encoders,,4,False,['single-paper'],learningmatter-mit/Coarse-Graining-Auto-encoders,https://github.com/learningmatter-mit/Coarse-Graining-Auto-encoders,2019-09-16 15:27:57,2019-08-16 21:39:34.000000,2019-08-16 21:39:33,14.0,,7.0,6.0,,,,21.0,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,
308,glp,,ml-iap,MIT,https://github.com/sirmarcel/glp,tools for graph-based machine-learning potentials in jax.,4,False,,sirmarcel/glp,https://github.com/sirmarcel/glp,2023-03-27 15:19:40,2024-04-09 12:06:56.000000,2024-03-20 09:00:27,11.0,,1.0,2.0,3.0,,,17.0,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,
309,FieldSchNet,,rep-learn,MIT,https://github.com/atomistic-machine-learning/field_schnet,,4,False,,atomistic-machine-learning/field_schnet,https://github.com/atomistic-machine-learning/field_schnet,2020-11-18 10:26:59,2022-05-19 09:28:38.000000,2022-05-19 09:28:38,26.0,,4.0,2.0,1.0,1.0,,16.0,,,,2.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,
310,Graph Transport Network,,rep-learn,https://github.com/gasteigerjo/gtn/blob/main/LICENSE.md,https://github.com/gasteigerjo/gtn,"Graph transport network (GTN), as proposed in Scalable Optimal Transport in High Dimensions for Graph Distances,..",4,False,['transport-phenomena'],gasteigerjo/gtn,https://github.com/gasteigerjo/gtn,2021-07-11 23:36:22,2023-04-26 14:22:00.000000,2023-04-26 14:22:00,9.0,,3.0,2.0,,,,16.0,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,
311,NequIP-JAX,,ml-iap,,https://github.com/mariogeiger/nequip-jax,JAX implementation of the NequIP interatomic potential.,4,False,,mariogeiger/nequip-jax,https://github.com/mariogeiger/nequip-jax,2023-03-08 04:18:28,2023-11-01 20:35:48.000000,2023-11-01 20:35:44,39.0,,2.0,1.0,2.0,1.0,,16.0,2023-06-22 22:36:36,1.1.0,3.0,2.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,
312,ChemDataWriter,,language-models,MIT,https://github.com/ShuHuang/chemdatawriter,ChemDataWriter is a transformer-based library for automatically generating research books in the chemistry area.,4,False,['literature-data'],ShuHuang/chemdatawriter,https://github.com/ShuHuang/chemdatawriter,2023-09-22 10:05:25,2023-10-07 04:23:47.000000,2023-10-07 04:07:59,9.0,,1.0,2.0,,1.0,,14.0,,,,,chemdatawriter,,,,https://pypi.org/project/chemdatawriter,,,,,,3.0,,,,,,,,,,,,,,,,,
313,SPINNER,,materials-discovery,GPL-3.0,https://github.com/MDIL-SNU/SPINNER,SPINNER (Structure Prediction of Inorganic crystals using Neural Network potentials with Evolutionary and Random..,4,False,"['lang-cpp', 'structure-prediction']",MDIL-SNU/SPINNER,https://github.com/MDIL-SNU/SPINNER,2021-07-15 02:10:58,2024-07-20 05:12:50.000000,2021-11-25 07:58:15,102.0,,2.0,1.0,,1.0,,11.0,,,,2.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,
314,charge-density-models,,ml-dft,MIT,https://github.com/ulissigroup/charge-density-models,Tools to build charge density models using [fairchem](https://github.com/FAIR-Chem/fairchem).,4,False,['rep-learn'],ulissigroup/charge-density-models,https://github.com/ulissigroup/charge-density-models,2022-06-22 13:47:53,2023-11-29 15:07:42.000000,2023-11-29 15:07:42,96.0,,2.0,2.0,16.0,1.0,2.0,10.0,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,
315,paper-data-redundancy,,datasets,BSD-3-Clause,https://github.com/mathsphy/paper-data-redundancy,Repo for the paper Exploiting redundancy in large materials datasets for efficient machine learning with less data.,4,False,"['small-data', 'single-paper']",mathsphy/paper-data-redundancy,https://github.com/mathsphy/paper-data-redundancy,2023-06-10 15:00:28,2024-03-22 20:24:35.000000,2024-03-22 20:24:34,17.0,,,1.0,,,,7.0,2023-10-11 14:09:07,1.0,1.0,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,
316,TensorPotential,,ml-iap,https://github.com/ICAMS/TensorPotential/blob/main/LICENSE.md,https://cortner.github.io/ACEweb/software/,"Tensorpotential is a TensorFlow based tool for development, fitting ML interatomic potentials from electronic..",4,False,,ICAMS/TensorPotential,https://github.com/ICAMS/TensorPotential,2021-12-08 12:10:04,2023-07-10 16:37:18.000000,2023-07-10 16:37:18,18.0,,4.0,2.0,2.0,,,7.0,,,,4.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,
317,chemrev-gpr,,educational,,https://github.com/gabor1/chemrev-gpr,Notebooks accompanying the paper on GPR in materials and molecules in Chemical Reviews 2020.,4,False,,gabor1/chemrev-gpr,https://github.com/gabor1/chemrev-gpr,2020-12-18 23:48:06,2021-05-04 19:21:34.000000,2021-05-04 19:21:30,10.0,,6.0,4.0,,,,6.0,,,,4.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,
318,paper-ml-robustness-material-property,,unsupervised,BSD-3-Clause,https://github.com/mathsphy/paper-ml-robustness-material-property,,4,False,"['datasets', 'single-paper']",mathsphy/paper-ml-robustness-material-property,https://github.com/mathsphy/paper-ml-robustness-material-property,2023-02-21 02:38:13,2023-04-13 01:18:02.000000,2023-04-13 01:18:02,3.0,,3.0,1.0,,,,4.0,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,
319,gkx: Green-Kubo Method in JAX,,rep-learn,MIT,https://github.com/sirmarcel/gkx,Green-Kubo + JAX + MLPs = Anharmonic Thermal Conductivities Done Fast.,4,False,['transport-phenomena'],sirmarcel/gkx,https://github.com/sirmarcel/gkx,2023-04-30 12:25:16,2024-03-20 09:05:20.000000,2024-03-20 09:05:14,3.0,,,1.0,,,,3.0,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,
320,ACEatoms,,general-tool,https://github.com/ACEsuit/ACEatoms.jl/blob/main/ASL.md,https://github.com/ACEsuit/ACEatoms.jl,Generic code for modelling atomic properties using ACE.,4,False,['lang-julia'],ACEsuit/ACEatoms.jl,https://github.com/ACEsuit/ACEatoms.jl,2021-03-23 23:50:03,2023-01-13 21:35:06.000000,2023-01-13 21:28:08,134.0,,1.0,3.0,14.0,4.0,3.0,2.0,,,,10.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,
321,halex,,ml-esm,,https://github.com/ecignoni/halex,Hamiltonian Learning for Excited States https://doi.org/10.48550/arXiv.2311.00844.,4,False,['excited-states'],ecignoni/halex,https://github.com/ecignoni/halex,2023-09-04 06:54:15,2024-02-08 10:20:53.000000,2024-02-08 10:20:49,169.0,,,3.0,,1.0,,2.0,,,,3.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,
322,magnetism-prediction,,rep-eng,Apache-2.0,https://github.com/dppant/magnetism-prediction,DFT-aided Machine Learning Search for Magnetism in Fe-based Bimetallic Chalcogenides.,4,False,"['magnetism', 'single-paper']",dppant/magnetism-prediction,https://github.com/dppant/magnetism-prediction,2022-09-13 03:58:10,2023-07-19 13:25:49.000000,2023-07-19 13:25:49,46.0,,,3.0,,,,1.0,,,,2.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,
323,ACE Workflows,,ml-iap,,https://github.com/ACEsuit/ACEworkflows,Workflow Examples for ACE Models.,4,False,"['lang-julia', 'workflows']",ACEsuit/ACEworkflows,https://github.com/ACEsuit/ACEworkflows,2023-04-04 16:57:36,2023-10-12 18:01:00.000000,2023-10-12 18:00:39,45.0,,1.0,3.0,7.0,1.0,,,,,,5.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,
324,MLatom,,general-tool,https://creativecommons.org/licenses/by-nc-nd/4.0/,http://mlatom.com/,Machine learning for atomistic simulations.,4,False,,,,,,,,,,,,,,,,,,,MLatom,,,,https://pypi.org/project/MLatom,604.0,604.0,,,,3.0,,,,,,,,,,,,,,,,,http://mlatom.com/manual/
325,gprep,,ml-dft,MIT,https://gitlab.com/jmargraf/gprep,Fitting DFTB repulsive potentials with GPR.,4,False,['single-paper'],,,2019-09-30 09:15:04,2019-09-30 09:15:04.000000,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,3.0,,,,,,,,,,,,,,jmargraf/gprep,https://gitlab.com/jmargraf/gprep,,
326,closed-loop-acceleration-benchmarks,,materials-discovery,MIT,https://github.com/aced-differentiate/closed-loop-acceleration-benchmarks,Data and scripts in support of the publication By how much can closed-loop frameworks accelerate computational..,4,False,"['materials-discovery', 'active-learning', 'single-paper']",aced-differentiate/closed-loop-acceleration-benchmarks,https://github.com/aced-differentiate/closed-loop-acceleration-benchmarks,2022-11-10 20:22:30,2023-07-25 21:25:42.000000,2023-05-02 17:07:48,17.0,,1.0,4.0,3.0,,,,,,,2.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,
327,PeriodicPotentials,,ml-iap,MIT,https://github.com/AaltoRSE/PeriodicPotentials,A Periodic table app that displays potentials based on the selected elements.,4,False,"['community', 'visualization', 'lang-js']",AaltoRSE/PeriodicPotentials,https://github.com/AaltoRSE/PeriodicPotentials,2022-10-14 09:03:59,2022-10-18 17:10:22.000000,2022-10-18 17:10:22,17.0,,1.0,3.0,3.0,,,,,,,2.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,
328,CatBERTa,,language-models,,https://github.com/hoon-ock/CatBERTa,Large Language Model for Catalyst Property Prediction.,3,False,"['transformer', 'catalysis']",hoon-ock/CatBERTa,https://github.com/hoon-ock/CatBERTa,2023-05-19 18:23:17,2024-03-08 02:59:22.000000,2024-03-08 02:59:22,93.0,,2.0,1.0,2.0,,,19.0,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,
329,atom_by_atom,,rep-learn,,https://github.com/learningmatter-mit/atom_by_atom,Atom-by-atom design of metal oxide catalysts for the oxygen evolution reaction with Machine Learning.,3,False,"['surface-science', 'single-paper']",learningmatter-mit/atom_by_atom,https://github.com/learningmatter-mit/atom_by_atom,2023-05-30 20:18:00,2023-10-19 15:59:08.000000,2023-10-19 15:35:49,74.0,,,2.0,,,,6.0,,,,4.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,
330,DeepCDP,,ml-dft,,https://github.com/siddarthachar/deepcdp,DeepCDP: Deep learning Charge Density Prediction.,3,False,,siddarthachar/deepcdp,https://github.com/siddarthachar/deepcdp,2021-12-18 14:26:56,2023-06-16 20:38:23.000000,2023-06-16 20:38:23,96.0,,1.0,2.0,27.0,,,6.0,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,
331,Element encoder,,rep-learn,GPL-3.0,https://github.com/jeherr/element-encoder,Autoencoder neural network to compress properties of atomic species into a vector representation.,3,False,['single-paper'],jeherr/element-encoder,https://github.com/jeherr/element-encoder,2019-03-27 17:11:30,2020-01-09 15:54:27.000000,2020-01-09 15:54:26,8.0,,2.0,4.0,,,1.0,6.0,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,
332,interface-lammps-mlip-3,,md,GPL-2.0,https://gitlab.com/ivannovikov/interface-lammps-mlip-3,An interface between LAMMPS and MLIP (version 3).,3,False,,,,2023-04-24 12:48:51,2023-04-24 12:48:51.000000,,,,5.0,,,4.0,1.0,5.0,,,0.0,,,,,,,,,,,,3.0,,,,,,,,,,,,,,ivannovikov/interface-lammps-mlip-3,https://gitlab.com/ivannovikov/interface-lammps-mlip-3,,
333,sl_discovery,,materials-discovery,Apache-2.0,https://github.com/CitrineInformatics-ERD-public/sl_discovery,Data processing and models related to Quantifying the performance of machine learning models in materials discovery.,3,False,"['materials-discovery', 'single-paper']",CitrineInformatics-ERD-public/sl_discovery,https://github.com/CitrineInformatics-ERD-public/sl_discovery,2022-10-24 18:10:14,2022-12-20 23:46:05.000000,2022-12-20 23:45:57,5.0,,2.0,2.0,,,,5.0,,,,2.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,
334,APET,,ml-dft,GPL-3.0,https://github.com/emotionor/APET,Atomic Positional Embedding-based Transformer.,3,False,"['density-of-states', 'transformer']",emotionor/APET,https://github.com/emotionor/APET,2023-03-06 01:53:16,2024-04-24 03:43:39.000000,2023-09-28 03:16:11,11.0,,,2.0,,,,4.0,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,
335,e3psi,,ml-esm,LGPL-3.0,https://github.com/muhrin/e3psi,Equivariant machine learning library for learning from electronic structures.,3,False,,muhrin/e3psi,https://github.com/muhrin/e3psi,2022-08-08 10:48:30,2024-01-05 12:59:56.000000,2024-01-05 12:59:09,19.0,,,2.0,,,,3.0,,,,,,,1.0,1.0,,,,,,,3.0,,,,,,,,,,,,,,,,,
336,torch_spex,,math,,https://github.com/lab-cosmo/torch_spex,Spherical expansions in PyTorch.,3,False,,lab-cosmo/torch_spex,https://github.com/lab-cosmo/torch_spex,2023-03-28 09:48:36,2024-03-28 05:33:01.000000,2024-03-28 05:33:01,77.0,,2.0,18.0,35.0,7.0,2.0,3.0,,,,3.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,
337,CSNN,,ml-dft,BSD-3-Clause,https://github.com/foxjas/CSNN,Primary codebase of CSNN - Concentric Spherical Neural Network for 3D Representation Learning.,3,False,,foxjas/CSNN,https://github.com/foxjas/CSNN,2022-05-19 15:40:49,2022-10-11 04:27:40.000000,2022-10-11 04:27:40,6.0,,,1.0,,,,2.0,,,,3.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,
338,Linear vs blackbox,,xai,MIT,https://github.com/CitrineInformatics-ERD-public/linear-vs-blackbox,Code and data related to the publication: Interpretable models for extrapolation in scientific machine learning.,3,False,"['xai', 'single-paper', 'rep-eng']",CitrineInformatics-ERD-public/linear-vs-blackbox,https://github.com/CitrineInformatics-ERD-public/linear-vs-blackbox,2022-12-02 20:32:53,2022-12-16 18:48:12.000000,2022-12-16 18:48:12,4.0,,,1.0,,,,2.0,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,
339,MALADA,,ml-dft,BSD-3-Clause,https://github.com/mala-project/malada,MALA Data Acquisition: Helpful tools to build data for MALA.,3,False,,mala-project/malada,https://github.com/mala-project/malada,2021-07-26 05:46:08,2024-05-16 18:32:04.000000,2023-05-24 09:18:24,111.0,,1.0,2.0,4.0,17.0,2.0,1.0,,,,2.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,
340,ML-for-CurieTemp-Predictions,,rep-eng,MIT,https://github.com/msg-byu/ML-for-CurieTemp-Predictions,Machine Learning Predictions of High-Curie-Temperature Materials.,3,False,"['single-paper', 'magnetism']",msg-byu/ML-for-CurieTemp-Predictions,https://github.com/msg-byu/ML-for-CurieTemp-Predictions,2023-06-05 22:46:47,2023-06-14 19:05:50.000000,2023-06-14 19:05:47,25.0,,,1.0,,,,1.0,,,,2.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,
341,MEGNetSparse,,ml-iap,MIT,https://github.com/HSE-LAMBDA/MEGNetSparse,"A library imlementing a graph neural network with sparse representation from Code for Kazeev, N., Al-Maeeni, A.R.,..",3,False,['material-defect'],HSE-LAMBDA/MEGNetSparse,https://github.com/HSE-LAMBDA/MEGNetSparse,2023-07-19 08:17:42,2023-08-21 17:11:34.000000,2023-08-21 17:11:25,19.0,,1.0,2.0,,,,1.0,,,,2.0,MEGNetSparse,,1.0,1.0,https://pypi.org/project/MEGNetSparse,59.0,59.0,,,,3.0,,,,,,,,,,,,,,,,,
342,Magpie,,general-tool,MIT,https://bitbucket.org/wolverton/magpie/,Materials Agnostic Platform for Informatics and Exploration (Magpie).,3,False,['lang-java'],,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,
343,nep-data,,datasets,,https://gitlab.com/brucefan1983/nep-data,Data related to the NEP machine-learned potential of GPUMD.,2,False,"['ml-iap', 'md', 'transport-phenomena']",,,2021-11-22 19:43:01,2021-11-22 19:43:01.000000,,,,4.0,,,1.0,1.0,12.0,,,0.0,,,,,,,,,,,,3.0,,,,,,,,,,,,,,brucefan1983/nep-data,https://gitlab.com/brucefan1983/nep-data,,
